Player_ID,Player_Name,Age,Nationality,Position,Current_Club,League,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage,Contract_Start,Contract_End,Height_cm,Weight_kg,Preferred_Foot
29313,Kathryn Gillespie,36,Germany,GK,Liverpool,Ligue 1,46,23,117.4,24.8,0.1,0.3,0.4,0,0.1,,61.8,2.5,8.9,87.3,2020-08-15,2021-09-19,196,87,Right
13201,Catherine Smith,21,Germany,FW,Barcelona,Ligue 1,6,14,106.6,92.6,3.6,2.9,1.9,0.7,0.3,1.2,75.2,,2,1.8,2013-12-02,2017-07-21,177,74,Right
16057,Ricky Brennan,32,Portugal,,Arsenal,La Liga,20,21,61.9,23.5,0.6,1,0.4,5,3.9,4.7,83.8,0.2,8.7,8.9,2014-08-15,2017-06-14,185,65,
42092,Dana Bell,22,France,DF,Inter Milan,Bundesliga,42,22,60.9,143.6,,,0.4,4.6,2.7,4.9,83.1,0.2,13.9,1.4,2005-07-04,2007-05-04,187,79,Right
72277,Michelle Adams,,Argentina,DF,Liverpool,Ligue 1,25,17,7.4,84.5,0.9,1.4,0.6,4.2,3.6,4.5,77.3,,3.2,0.3,2005-05-04,2009-03-08,180,73,Left
90120,Luis Ramos,28,Italy,MF,Bayern Munich,Ligue 1,46,13,60.1,107.1,1.9,2.9,3.3,2.6,2.2,1,88.8,0.1,3.4,0.4,2006-07-15,2010-12-08,175,61,Right
19545,Dr. Timothy Davis Jr.,25,Spain,,Manchester United,La Liga,22,2,90.8,125.3,1.3,1.4,,3.3,1.3,2.1,90.9,,4.8,2.7,2005-11-26,2007-12-10,174,68,Right
69692,Jessica Booker,30,Portugal,,Arsenal,Ligue 1,12,27,,6.3,1.4,2,,1.8,2.2,1.3,80.5,0.2,,3.5,2007-06-25,2008-01-13,184,79,Right
64321,Allison Hudson,19,Germany,MF,Inter Milan,Ligue 1,1,18,94.2,115.7,2.3,1.5,3.1,3.5,1.1,1.8,90,0.2,5.9,0.2,2017-04-18,2022-06-19,188,85,Left
92544,Kevin Lewis,24,Brazil,,Liverpool,Bundesliga,,12,24.5,49.8,0.1,,0.3,0.2,0,1.6,63,4.2,18.1,79.3,2013-11-17,2014-05-12,190,88,Right
85454,Sherri English,34,Portugal,FW,Juventus,Bundesliga,,25,14.1,15.9,3.9,2.4,2,1,0.4,1.2,,0.1,1.2,1.1,2014-01-27,2015-03-23,182,60,
35485,Madison Stout,17,England,,Manchester United,Ligue 1,,23,37,105.8,1.7,1.8,2.8,3.1,1,,86.8,0.2,7.5,0,2011-05-20,2013-06-13,187,94,Right
60328,David Horton,,Argentina,FW,Liverpool,Serie A,30,24,25,,4.2,3.2,1.7,0.8,0.9,0.3,81.6,0,3.5,2.8,2008-12-10,2012-05-08,182,65,Right
74799,Roberto Hubbard,23,Netherlands,MF,Liverpool,Ligue 1,24,16,,134.5,1.4,2.1,3.3,3.1,,,85.7,0.1,0.1,4,2016-03-24,2020-04-17,168,64,Right
62383,Kerry Garza,28,Belgium,DF,Barcelona,Ligue 1,14,12,102.6,,0.4,,,4.4,2,5.3,75.3,0.1,10.9,4.5,2017-03-18,2021-02-24,192,92,Right
41979,,23,Brazil,MF,Inter Milan,Ligue 1,22,14,92.5,127.9,1.7,2.3,3.3,2.7,1.5,1.4,91.4,0,1.9,1.5,2008-03-14,2011-06-21,181,73,Left
29342,Sarah Neal,34,Germany,DF,Juventus,Ligue 1,8,16,68.7,27.3,0.7,0.4,0.7,4.2,3.3,7,83.2,,7.5,1.3,2008-10-11,2011-08-19,172,71,
95990,Rodney Ross,23,Portugal,GK,PSG,La Liga,20,5,83.4,113.8,0,0.2,0.3,0.1,0,,65.2,3.9,13.6,82.3,2012-01-11,2017-05-22,198,79,Left
10726,Karen Garcia,30,Spain,FW,Real Madrid,Ligue 1,16,15,25.9,71,2.1,2.6,2.9,0.3,0.4,0.9,71.1,0.1,2.8,2.1,2012-09-24,2013-10-13,183,83,Left
23970,,24,England,GK,Chelsea,,9,29,25.5,112.4,0.1,0.1,,0.2,0.2,2,62,3.7,12.4,81.2,2006-04-28,2008-04-26,189,93,Right
65724,Jason Phillips,,Netherlands,,PSG,Ligue 1,19,23,43.4,,0.1,0,0.2,0,0.2,,73.9,4,17.6,77.9,2019-08-12,2022-11-28,175,84,Left
38683,Samantha Morris,33,Germany,MF,Arsenal,La Liga,44,12,22.7,,1,,2.3,,1,2.6,88.9,0.1,0.8,1.4,2017-11-03,2022-12-06,178,88,
33053,Kelly Ward,19,France,MF,PSG,Bundesliga,31,19,7.4,138.7,2.5,2.2,1.8,2.9,2.3,1.5,91.3,0.2,0.4,0.7,2011-01-09,2013-02-03,185,90,
77889,Christopher Luna,33,Germany,FW,Barcelona,La Liga,36,26,,58.8,5,1.9,2.4,1.1,0.6,0.2,84.7,0,1.7,1.1,2013-10-17,2016-05-27,170,82,Right
70889,Jeffrey Jennings,18,Italy,MF,Liverpool,La Liga,41,3,44.1,65.4,1.4,1.5,1.8,2.9,1.8,2.8,88.6,0,3.2,0.4,2006-01-18,2011-07-21,193,79,Right
16582,Karen Miller,26,France,MF,PSG,Ligue 1,9,21,60.7,50.7,2.4,1.2,2,3.4,2.4,2.1,84.2,,,2.4,2008-06-28,2013-08-25,168,82,Right
83060,John Young,21,Argentina,MF,Manchester United,Bundesliga,38,23,111.5,92.9,2.2,2.6,3.1,1.9,2.3,2.7,82.1,0,3.3,1.5,2009-02-23,2011-09-20,178,75,Right
42662,Jose Gonzalez,31,Brazil,MF,Chelsea,Serie A,21,21,114.7,26.6,1.5,2.2,3.4,1.8,1.8,1.6,80.8,0,5.1,2.1,2013-02-15,2015-06-17,183,67,Right
25906,Shelby Ferguson,18,Netherlands,FW,Chelsea,Bundesliga,10,8,10.2,62.6,,2.2,2.8,0.3,0.5,0.7,70.9,0.1,5,0.4,2005-05-02,2007-05-02,185,80,Right
69829,Jennifer Bautista,29,Argentina,GK,Inter Milan,,0,,58.4,74.2,0.1,0.1,0.1,,,1.6,62,2.7,12.8,,2017-08-25,2020-01-21,201,60,Right
27477,Collin Olsen,35,France,,Barcelona,Premier League,19,15,20.1,54.9,1.9,2.6,3.5,2.9,1.7,2,82.8,,6,4.3,2018-01-06,2021-06-07,183,67,Right
70901,Chelsea Roberts,17,Portugal,MF,Chelsea,Ligue 1,47,,38.8,101.9,0.8,1.5,2.1,3.3,1.2,2,88.3,0.1,7.7,,2015-11-08,2017-06-15,190,88,Right
97500,Thomas Campbell,17,Germany,MF,Juventus,Premier League,22,,86.6,85.4,0.5,2.8,2.9,1.6,1.6,3,81.6,0.1,5.3,4.6,2005-01-18,2008-03-22,177,91,Right
79616,Steven Cochran,17,England,DF,Liverpool,,15,24,46,48.3,0.5,1,0.9,4.8,2.6,5.8,86.9,0.2,10.1,4.8,2019-03-26,2023-04-25,185,64,
83259,,28,,DF,Chelsea,Premier League,9,19,76.9,47.2,0.9,0.6,0.3,2.7,4,6.1,83.4,0.3,4.9,5.8,2016-11-27,2019-09-06,173,81,Right
88047,,34,England,MF,Barcelona,Premier League,39,16,90.2,33.2,1.5,2.7,1.8,2.6,1.4,1.9,83,0,,3.9,2015-10-22,2020-05-25,186,93,Left
51588,,18,,FW,,La Liga,35,23,35.9,71.4,2.4,1.6,2,0.8,0.6,0.5,83.5,0,4.7,0.3,2015-10-18,2020-02-03,171,60,
68008,Linda Walsh,18,Brazil,FW,PSG,,19,28,14.2,,4.6,2,1.1,0.7,0.9,1.3,77,0,0.6,0.2,2012-10-06,2013-01-19,180,85,Right
90301,Mary Mcgee,34,France,MF,Bayern Munich,Ligue 1,36,13,47.4,59.2,2,1,,3.4,1.6,2.2,90,0.1,8.6,3,2015-10-28,2020-11-24,191,69,Right
76162,Jessica Mendez,27,Netherlands,DF,Liverpool,Bundesliga,,7,69.1,120.2,0.2,1.2,0.3,2.7,2.6,4.7,84.7,0.2,,6.5,2020-03-26,2023-08-02,181,89,Right
65933,Chelsey Holmes,20,Spain,MF,PSG,La Liga,25,28,60.5,95.2,,1.2,3.1,2.9,1.8,,88.2,0.1,,4.8,2019-06-26,2024-11-09,170,77,Right
81810,Catherine Hamilton,,England,DF,Manchester United,Ligue 1,25,22,12.5,36.8,0.7,1.2,0.7,4.6,2.3,5.7,81.1,0.1,8.4,2.3,2008-04-06,2010-08-25,177,76,Left
68446,John Blackwell,25,Germany,GK,Chelsea,Bundesliga,29,16,58.2,7,0.2,0.1,0,,0.1,1.1,73.3,5.6,6.6,,2013-07-13,2014-10-12,193,85,Right
30861,Jessica Morrison,,Argentina,GK,Real Madrid,Serie A,29,22,21.3,79.7,0.1,0.1,0.4,0.3,0.1,1.4,65.5,4.7,5.6,76,2018-10-08,2021-10-22,188,67,Left
72216,Michele Smith,29,Germany,DF,Bayern Munich,Ligue 1,32,12,46,,0.3,,0.3,4.6,3.2,7,76.8,0.3,12.1,7.1,2005-08-27,2008-09-21,190,71,Left
68991,Jennifer Campos,,France,DF,PSG,La Liga,29,0,94.3,76.3,0.4,1.1,0.8,4.8,3.9,5.6,82.4,0.1,,,2011-05-12,2014-12-22,191,86,Left
43972,Amber Hunter,22,Netherlands,GK,Barcelona,La Liga,9,,100.9,24.8,0.1,0,0.4,0.1,0.2,1.9,,5.6,,87.1,2019-11-03,2020-02-20,198,67,Left
42406,Cody Carlson,26,Germany,GK,PSG,Serie A,12,18,14.9,128.4,0.1,0,0.4,0,0.1,1.3,79.2,,5.7,73.8,2020-06-14,2022-11-18,201,84,Right
93579,,30,Argentina,MF,Real Madrid,Bundesliga,0,2,102.5,42.1,2.2,2.3,2.8,3.3,2.4,,88.5,0.1,7.9,4.5,2009-01-21,2012-06-04,175,63,Right
46347,Lori Warren MD,23,Belgium,,,La Liga,9,12,72.5,65.7,1.7,2.9,2.1,,2.3,2.9,88.6,0.1,0.8,1,2007-10-10,2010-05-27,186,92,
78327,Jonathan Hancock,31,Portugal,DF,Chelsea,Serie A,35,13,86.6,26,0.3,0.7,0.9,3.3,2.2,4.7,86.8,0,6.1,6.5,2013-07-15,2015-08-12,181,60,Right
73517,Mark Scott,36,Belgium,DF,Bayern Munich,,25,7,64.9,86,0.4,,,4.1,2.1,5.4,,0.1,5,0.3,2013-07-05,2018-09-18,177,78,Right
92149,Jason Booth,26,Spain,GK,Liverpool,Serie A,2,10,71.7,125.9,0.1,,0.2,0.1,0,1.1,61.3,4,,88.3,2009-04-20,2014-01-07,188,90,Left
41358,Rickey Johnson,31,Italy,MF,Manchester United,Ligue 1,37,11,99.5,,2.2,1.1,2.8,1.8,,2.5,86,0.1,2.6,1.9,2014-05-17,2016-02-01,176,75,
45992,Christine Weber,24,Argentina,MF,Manchester United,Serie A,28,10,32.2,138.7,2.3,1.4,1.6,2.8,1.2,1.4,85.1,0,9.5,4.1,2019-11-22,2022-04-01,173,73,Right
67654,Shane Lee,,Portugal,DF,Bayern Munich,La Liga,23,23,89.1,86.3,0.2,1.3,0.8,4.3,3.8,,76.6,0.2,14.8,,2018-12-21,2022-09-19,178,64,Right
20155,Kayla Mcknight,31,Argentina,DF,PSG,Ligue 1,36,16,30.4,110.5,0.9,0.6,0.7,3,2.9,4.6,80.6,0.3,,4,2008-03-04,2009-08-21,192,85,Right
47450,Jeremy Morales,23,Spain,MF,,Serie A,41,28,119,84.5,1.6,2.3,1.9,3.1,1.4,1.3,87.4,0,8.6,0.1,2009-02-17,2013-06-15,174,87,Right
40735,John Morales,25,,FW,Real Madrid,Premier League,16,28,,67.3,3.6,3.3,2.3,,0.4,0.2,70.3,,3.1,0.3,2007-07-11,2010-01-21,184,61,
45614,Raven Willis,33,Italy,DF,Juventus,La Liga,21,2,112.4,2.8,0.2,0.9,,3.5,3.9,6.6,81,0.1,4.6,3.4,2010-08-26,2015-11-12,168,65,Right
54020,Nicole Rojas,,Belgium,FW,Liverpool,Ligue 1,29,,71.9,90.4,4.2,3,,1.1,0.6,0.1,73.5,0,,2.3,2014-11-22,2018-06-27,189,68,Right
51904,Debbie Watts,19,Portugal,GK,Juventus,Bundesliga,18,22,35.3,130.5,0.1,0.1,0.1,,0.1,2,,3.5,,76.2,2012-09-27,2016-12-10,192,92,Right
80798,James Welch,24,Spain,MF,Juventus,Premier League,38,20,44.8,89.9,1.5,2.6,2.1,2.3,1.6,2.2,87.5,0.1,0.1,4.6,2005-10-02,2006-01-08,176,84,Right
20561,Jose Duffy,24,England,DF,Inter Milan,Serie A,36,5,13,76,0.1,1.2,0.6,4.4,3.8,,76.7,0.2,3.9,2.7,2006-09-01,2010-11-10,185,72,Right
28136,Dr. Ronald Anderson DDS,,Netherlands,DF,,Serie A,22,,87.5,,0.6,0.8,1,4.5,3,3.2,79.6,0.3,7.8,5.9,2012-04-20,2014-03-21,191,68,Right
29769,Aaron Castillo,21,Germany,DF,Liverpool,Serie A,8,26,37.4,126.8,0.7,0.5,0.7,3.7,2.3,5.3,82.8,0.1,11.6,3,2010-12-26,2015-08-05,188,72,Right
40311,Anthony Garcia,30,Brazil,MF,Arsenal,,5,21,,46,1.7,2,1.8,3.3,1.8,,84.6,0.1,2.5,3.2,2005-08-14,2006-02-04,169,90,Right
60205,Jacob Hammond,32,Belgium,DF,Real Madrid,Premier League,29,,19.9,125.5,0.6,0.8,0.5,4.5,4.2,5.2,82.7,0.3,11.4,8.2,2020-04-16,2024-04-14,193,70,Right
30028,Jessica Smith,,,DF,Chelsea,,20,1,114,89.2,,0.8,0.7,3.3,2.7,5.2,86.8,0.2,14.4,8,2005-10-15,2008-08-20,178,63,
38043,James Jones,35,Spain,GK,Real Madrid,Ligue 1,,14,22.3,75.5,0.2,0,0.3,0,0.2,,62.9,4.7,8.3,75.5,2005-08-21,2007-01-27,198,93,Right
18418,Kayla Dunn,18,England,DF,Manchester United,Ligue 1,4,1,100.8,125.6,0.4,,0.9,4.4,3.7,4,81.5,0.2,10,,2015-10-13,2019-11-28,173,63,Right
64377,Kevin Lewis,34,Brazil,MF,Bayern Munich,Bundesliga,45,6,13.4,114.9,0.7,2.8,2.9,,2.2,1.6,90.2,0.1,5.9,3.1,2014-09-05,2018-08-02,193,78,Right
63424,Sheri Cannon,24,Italy,GK,Inter Milan,Ligue 1,38,17,78.8,90.4,0.1,0.2,0.2,0.2,0.2,1.8,70.9,4.5,8.1,72.4,2011-08-10,2014-12-09,195,65,Both
53369,James Cummings,23,Germany,GK,PSG,Premier League,24,18,56.8,38.1,0.1,0.2,0.2,0.1,0.2,1.8,61.9,5.7,8,87.8,2008-04-06,2010-12-16,191,93,Right
81121,Matthew Zimmerman,19,England,MF,Barcelona,La Liga,44,0,78.9,21.8,,,3.1,1.7,2.5,1.6,,0.2,9.7,0.5,2020-08-17,2024-06-03,185,77,Right
71069,Katelyn Lopez,31,Italy,DF,PSG,Premier League,46,19,47.9,125.4,0.8,1.5,0.3,4.4,3.5,3.1,82.2,0.1,8,4.9,2018-05-25,2021-10-23,178,72,Right
64496,Lauren Williams,27,England,FW,Barcelona,Serie A,15,25,28.7,9.2,2.5,2.6,2.7,1,0.6,0.2,70.9,,3.9,,2013-05-13,2014-08-28,172,82,Right
18161,Jasmine Allison,21,Belgium,MF,Real Madrid,La Liga,,27,75,79.4,1.9,2,2.8,3.1,1.6,1.3,,0.2,1.5,4.7,2016-09-19,2018-02-01,182,78,Right
37110,Jonathan White,28,Portugal,GK,Inter Milan,Premier League,18,6,,14.4,0,0,0.2,0.2,0.2,1.6,68,4.3,19.3,82.9,2018-08-17,2023-09-03,199,70,Right
65069,Amanda Davis,18,Spain,GK,Inter Milan,Premier League,38,27,89.5,111,0.1,0.1,0.2,0.1,0.1,0.9,68.9,3.1,18.4,87.3,2007-09-14,2012-02-06,189,60,Both
61049,Juan Peterson,33,Brazil,GK,Manchester United,Ligue 1,7,0,23,32.4,0.1,0.3,0.3,0.3,,0.5,78.3,5.5,10.7,80.8,2011-09-06,2014-10-24,189,83,Right
86556,Christina Lewis,,England,DF,Liverpool,Ligue 1,37,28,99.9,1.6,,1,0.4,4.8,2.1,3.4,83.4,0.2,3.6,3.7,2014-11-22,2016-01-01,189,66,Right
12560,Manuel Williams,36,,FW,Barcelona,La Liga,42,,26.5,28.9,4.4,1.8,2.2,0.9,1,0.5,76.2,,,0.2,2010-04-17,2015-09-01,178,84,Right
85456,Joan Stone,36,Italy,DF,Real Madrid,Premier League,9,6,107.3,73.6,0.5,0.4,0.2,3.8,3.4,3,85.2,,14.1,,2016-07-04,2017-07-21,193,80,Right
59857,William Bell,17,Portugal,DF,Bayern Munich,Bundesliga,27,,47.3,20.5,0.9,1.5,0.4,4.8,,3.9,81.8,0.2,6.7,3.3,2015-09-22,2018-03-02,192,74,
72518,James Garcia,24,Brazil,GK,Liverpool,Bundesliga,,6,107.7,19.8,0,0,0.5,0.3,0.2,1.2,66.9,5.2,6.9,74.8,2017-05-06,2022-10-03,200,60,Right
10772,James Blevins,18,Italy,MF,Juventus,Premier League,13,6,,46.6,0.9,1.9,3.5,3.4,1.4,2.5,83.1,0.1,0.2,1.3,2018-08-18,2020-05-16,171,71,Left
56105,William Townsend,36,Italy,GK,Manchester United,La Liga,18,22,104.1,144.7,0.1,0.2,0.3,0.2,0,1.2,78.3,3.2,5.4,86.3,2020-02-09,2023-06-14,193,66,Right
49139,Anthony Hill,18,Italy,GK,Liverpool,Bundesliga,,17,50.7,83.9,0.1,0,0.2,0.2,0,1,68,2.9,,88,2012-01-26,2015-11-07,194,74,Right
61116,Danielle Morris,22,Netherlands,FW,Inter Milan,Bundesliga,17,,57.1,148.4,3.1,2.4,,0.9,0.3,,,0.1,1.7,2.7,2008-03-09,2011-02-24,178,80,Left
64921,Joshua Stevenson,21,Brazil,FW,Liverpool,Premier League,8,8,91.7,25.9,4.2,,1.5,0.9,1,1.1,75,0,1.8,0.3,2012-09-11,2017-02-26,189,78,Right
80545,Connor Mills,25,Brazil,FW,Inter Milan,Serie A,2,15,,97,3.8,3.5,2.4,0.4,,0.2,70.2,0,3,0.4,2019-08-27,2022-02-04,191,88,Both
81582,,27,England,,Manchester United,Serie A,37,13,39.5,124.8,1.6,2,,1.9,1.7,1.5,89.4,0,4.1,1.7,2005-05-10,2007-01-23,171,84,
89069,Nancy Rodriguez,27,Belgium,MF,Bayern Munich,Premier League,25,17,9.3,32.8,2,1.9,2.5,1.9,1.7,1.5,88.8,0,4,0.6,2015-06-08,2019-01-20,182,92,Left
38906,Gary Bell,22,England,FW,Chelsea,Ligue 1,7,14,67.8,23.3,2.5,1.7,1.1,0.8,,1,79.7,0.1,1.7,3,2006-04-11,2007-06-21,168,91,
73993,Jennifer Strickland,31,,FW,Real Madrid,Ligue 1,46,29,,144.3,4.4,2.8,1.4,0.3,0.5,1.3,85,0,0.4,2.4,2009-04-22,2013-11-20,190,94,Left
38760,Andrea Phillips,30,Germany,FW,Chelsea,La Liga,8,10,19,1.5,4.8,2.7,2.8,0.5,0.1,0.7,84.3,0.1,,0.5,2009-12-23,2014-09-21,170,85,Both
45774,John Morris,35,France,MF,PSG,Premier League,35,4,13.2,121.6,0.7,2.5,2.9,,1.9,2.6,86.1,0.1,3.4,,2015-02-08,2018-08-13,181,70,Right
67125,Mark Jordan,34,Brazil,FW,Manchester United,Bundesliga,48,,106.5,128.6,3.5,2.7,2.9,0.9,0.8,0.5,74.2,0,0.1,2.6,2008-02-07,2009-05-22,173,94,Both
73654,David Velez,19,Portugal,FW,Bayern Munich,La Liga,12,21,42.6,63.3,3.9,1.7,2.9,1,0.7,0.1,75,,0.5,0,2010-01-20,2012-03-16,185,67,Right
13804,Erin Harper,32,,GK,Juventus,Serie A,5,11,13,,0,0,0.1,0.2,0.1,,,5,13.2,78.9,2013-12-24,2015-10-05,196,73,Right
60968,Lawrence King,31,Germany,GK,Manchester United,La Liga,25,23,50.1,77.6,0.1,0.1,0.4,0.1,0,,76,5.3,20,,2018-06-21,2023-04-10,188,69,Right
54057,Mark Johnson,32,Argentina,GK,,La Liga,42,27,3.7,1.5,0.2,0.2,0,,0,1.3,62.5,4.4,,76.5,2014-06-04,2019-06-19,193,61,Right
97670,Olivia Castro,28,Spain,FW,Chelsea,Bundesliga,7,17,1.6,,3.5,2.3,2.5,1.2,0.7,1,79.9,,1.5,1.7,2020-09-16,2025-09-09,173,68,Right
99016,Mr. Christopher Obrien DDS,32,Germany,,Barcelona,Bundesliga,0,24,85.2,,0.2,1.5,0.3,3,3.7,4.9,80.5,0,8.6,5.3,2011-10-10,2013-06-23,188,62,Right
62994,Michelle Hernandez,28,Portugal,GK,Bayern Munich,Premier League,44,4,33.3,,0.1,0.2,0.3,0.1,0.1,1.4,77.6,,16.9,80.8,2019-06-16,2022-11-27,200,80,Right
31632,Leah Weiss,22,England,FW,,Bundesliga,28,19,,52,2.6,2.2,2.4,0.8,0.2,1.2,74.2,0,3.2,1,2013-01-09,2015-03-13,172,85,Left
71261,Jennifer Beck,36,Brazil,DF,Bayern Munich,Ligue 1,,20,90.8,68.1,0.6,1.3,0.9,2.7,2.7,5.3,79.5,0.1,6.1,9.8,2015-09-19,2019-03-17,184,67,Left
26728,,33,England,GK,Chelsea,Bundesliga,1,5,77.6,66.3,0.2,0.1,0.1,0.1,0.2,0.6,65.6,5.2,10.9,83.3,2015-04-18,2017-05-01,197,61,Right
91560,Christopher Vazquez,22,,DF,PSG,Serie A,16,0,99.6,116.1,0.2,0.3,0.2,3.2,2.2,,77.7,0.2,5.7,5.7,2006-06-13,2007-03-19,188,65,Right
80008,Jennifer White,21,Netherlands,GK,Real Madrid,La Liga,24,23,79.7,100.9,0.1,0.3,0.3,0.1,,0.8,64.7,5.9,,89.2,2018-12-06,2020-09-27,189,87,
13534,Dylan Foley,,France,GK,Liverpool,Serie A,4,27,105.5,,0.1,0.1,0.3,0.2,0.2,0.5,66.5,3.1,17.2,71.3,2016-03-28,2021-04-10,194,88,
61645,Jordan Jones,26,Germany,MF,Chelsea,Bundesliga,37,20,58.9,98.1,1.9,2.2,2.1,2.5,2.2,2.1,80.7,,6.5,0,2008-03-02,2012-07-05,170,85,Right
87580,James Wall,19,Belgium,,,Ligue 1,,6,28.1,126.4,0.3,1.1,0.5,4.6,3,4.5,,0.1,4.1,9.3,2019-11-11,2021-04-05,180,84,Right
83975,Kim Perez,22,France,MF,Arsenal,,22,14,28,3.3,2.4,2.4,2.3,1.5,2.5,1.2,83,0.1,5.6,1.1,2019-06-19,2021-04-05,182,71,Right
96900,Margaret Coleman,34,France,FW,Real Madrid,Ligue 1,14,18,98.9,90.3,2.3,2.2,,0.5,,0.3,77.3,0,1.3,0.9,2012-12-08,2014-05-09,187,64,Both
13552,Sean Chase,24,Argentina,MF,Inter Milan,,21,0,26.3,110.8,2.1,2.3,3.5,3.3,1.7,1.6,84.2,0.1,4.7,4.2,2017-09-19,2019-07-16,186,93,Right
21003,Sarah Peters,28,Belgium,MF,Real Madrid,Bundesliga,41,5,80.6,89.7,1.9,,1.9,1.9,2.4,2.7,84.1,0.1,8.3,,2008-06-24,2011-03-11,170,74,Right
94246,Anthony Mahoney,23,Spain,FW,Juventus,La Liga,43,16,,104.7,2.3,2.4,,0.3,0.3,0.3,73.7,0.1,3.6,2.6,2007-09-11,2009-12-10,171,95,Right
66179,Lisa Adams,,Germany,GK,Juventus,Bundesliga,18,15,83.5,75.7,0.2,0.1,0.4,0.2,0.1,0.8,,6,8.5,89.2,2005-11-27,2006-11-04,192,74,
27786,Denise Wilkerson,20,Germany,FW,Juventus,Premier League,1,6,14.6,30.3,4.1,3.8,1.6,0.9,0.5,0.6,79.6,0.1,2.3,0.1,2007-10-05,2008-10-20,168,82,Right
70515,Steven Morrison,36,,GK,PSG,Serie A,18,22,42.6,,0.1,0.1,0.3,0,0.1,1.9,,3.7,12.5,76.9,2016-11-09,2020-11-12,191,65,Right
33819,Amy Salas,31,Argentina,FW,PSG,La Liga,46,,,36.5,2.9,3.6,2.2,0.5,0.3,1.3,84.2,0.1,2.7,0.3,2016-10-14,2017-03-13,179,80,Right
16590,Juan Adams,22,Netherlands,DF,Arsenal,Premier League,20,27,94,99.7,,0.6,0.9,3.7,2.3,5.7,83.7,0.1,4.8,4.7,2017-12-18,2020-06-17,191,82,Right
44099,Mary Phelps,25,France,GK,Bayern Munich,Bundesliga,48,11,88.1,74,0,0.2,0,0.2,0,1.7,71.1,5.9,5.1,73.6,2006-09-02,2011-07-10,197,75,
59689,Ryan Holmes,36,England,MF,Juventus,Bundesliga,10,3,48,28.1,1.2,2.2,2.7,1.8,1.7,1,86.5,0.1,5.1,4.1,2008-10-06,2012-12-26,190,74,Left
52906,Sherry Lane,32,Brazil,DF,Chelsea,,9,26,18.7,53.6,0.2,0.9,0.8,3.9,3.1,5.9,85.2,0.1,5,5.6,2006-06-21,2007-07-28,192,84,Right
37742,Ernest Scott,20,Netherlands,GK,Chelsea,Ligue 1,37,14,64.5,81,0.1,0.1,0.4,0.3,0.1,1.2,71.7,3.7,19.2,71.8,2015-11-12,2019-10-17,192,95,Right
69598,Claudia Mcconnell,31,France,FW,Inter Milan,La Liga,15,,,88.1,2.5,1.6,1,1,0.5,0.5,73,0.1,3.7,2.1,2018-11-13,2023-04-01,193,70,Right
52840,Laura Morgan,22,Argentina,MF,Real Madrid,La Liga,6,8,116,,0.5,1.4,2.1,2.4,2,2.9,81,0.1,2.9,0.2,2017-11-02,2021-07-23,187,74,Right
54236,Diane Williams,23,Portugal,MF,Inter Milan,Serie A,49,24,50.1,52.5,2.1,1.6,2,2.4,1.7,1.8,80,0.1,0.4,4,2009-08-21,2010-10-20,191,63,Right
59692,Christopher Stephens,25,,DF,Barcelona,,20,5,30.1,134.4,0.7,1,0.4,3.8,4.4,,77.9,,9.5,,2010-02-17,2012-06-18,192,80,Right
46471,Sarah Hamilton,34,Brazil,MF,Liverpool,Ligue 1,,5,115.2,114.3,2.1,1.5,3.3,3,2.4,1.1,90.3,,6.6,1.9,2012-11-10,2013-04-12,180,72,Right
65255,Jill Spencer,23,Belgium,GK,Manchester United,Bundesliga,27,15,59.6,73.4,0.2,0.2,0,0.3,0.1,1.5,76.3,5.3,9,82,2010-09-11,2011-03-02,194,81,Right
43065,Katie Graham,34,Spain,,Juventus,Premier League,47,25,70.4,56,1.5,1.9,3.3,2.3,,2.9,83.2,0,4.5,3.4,2012-07-13,2013-05-03,181,78,Right
20735,Christie Schmidt,25,Netherlands,FW,Arsenal,Ligue 1,16,27,103.9,87.5,2,1.7,1.9,0.5,0.1,0.5,74.2,0.1,3.5,1.7,2007-03-06,2011-08-09,190,93,Both
71644,Keith Taylor,19,Spain,GK,,La Liga,,18,42.7,,0.2,0.1,0.3,0,0.2,1.5,72.5,2.9,18.7,89.2,2012-09-03,2017-02-06,192,73,Left
12540,Timothy Brown II,29,France,DF,Bayern Munich,Ligue 1,37,25,5,64.3,0.5,0.8,0.7,3.3,3.3,3.5,86.2,0.2,12.1,2.6,2015-05-17,2016-12-09,171,63,Left
80702,Troy Ramirez,27,England,MF,Manchester United,Serie A,45,25,53.4,108.8,2.3,1.1,,2.8,2.1,2.2,,0.1,8.5,4.3,2006-06-22,2011-08-04,181,86,Right
16826,John Turner,31,Portugal,MF,Chelsea,Bundesliga,2,,100.6,70.4,,2.9,2.3,2.3,1.3,2.1,82.9,0.2,2.6,0.7,2020-03-23,2023-02-28,177,88,Left
55870,Amy Davis,,Argentina,GK,Inter Milan,Serie A,5,14,112.5,120.8,0,0.2,0,0.2,0.1,2,70.3,5.1,13.6,85.5,2009-01-23,2012-08-04,188,87,Right
