Player_Name,Age,Nationality,Position,Current_Club,League,Season,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage
Kevin Lewis,34.0,Brazil,MF,Bayern Munich,Bundesliga,2010/2011,45.0,6.0,13.4,114.9,0.7,2.8,2.9,,2.2,1.6,90.2,0.1,5.9,3.1
Sheri Cannon,24.0,Italy,GK,Inter Milan,Ligue 1,2019/2020,38.0,17.0,78.8,90.4,0.1,0.2,0.2,0.2,0.2,1.8,70.9,4.5,8.1,72.4
James Cummings,23.0,Germany,GK,PSG,Premier League,2024/2025,24.0,18.0,56.8,38.1,0.1,0.2,0.2,0.1,0.2,1.8,61.9,5.7,8.0,87.8
Matthew Zimmerman,19.0,England,MF,Barcelona,La Liga,2020/2021,44.0,0.0,78.9,21.8,,,3.1,1.7,2.5,1.6,,0.2,9.7,0.5
Katelyn Lopez,31.0,Italy,DF,PSG,Premier League,2012/2013,46.0,19.0,47.9,125.4,0.8,1.5,0.3,4.4,3.5,3.1,82.2,0.1,8.0,4.9
Lauren Williams,27.0,England,FW,Barcelona,Serie A,2012/2013,15.0,25.0,28.7,9.2,2.5,2.6,2.7,1.0,0.6,0.2,70.9,,3.9,
Jasmine Allison,21.0,Belgium,MF,Real Madrid,La Liga,2018/2019,,27.0,75.0,79.4,1.9,2.0,2.8,3.1,1.6,1.3,,0.2,1.5,4.7
Jonathan White,28.0,Portugal,GK,Inter Milan,Premier League,2011/2012,18.0,6.0,,14.4,0.0,0.0,0.2,0.2,0.2,1.6,68.0,4.3,19.3,82.9
Amanda Davis,18.0,Spain,GK,Inter Milan,Premier League,,38.0,27.0,89.5,111.0,0.1,0.1,0.2,0.1,0.1,0.9,68.9,3.1,18.4,87.3
Juan Peterson,33.0,Brazil,GK,Manchester United,Ligue 1,2024/2025,7.0,0.0,23.0,32.4,0.1,0.3,0.3,0.3,,0.5,78.3,5.5,10.7,80.8
Christina Lewis,,England,DF,Liverpool,Ligue 1,2019/2020,37.0,28.0,99.9,1.6,,1.0,0.4,4.8,2.1,3.4,83.4,0.2,3.6,3.7
Manuel Williams,36.0,,FW,Barcelona,La Liga,2019/2020,42.0,,26.5,28.9,4.4,1.8,2.2,0.9,1.0,0.5,76.2,,,0.2
Joan Stone,36.0,Italy,DF,Real Madrid,Premier League,2019/2020,9.0,6.0,107.3,73.6,0.5,0.4,0.2,3.8,3.4,3.0,85.2,,14.1,
William Bell,17.0,Portugal,DF,Bayern Munich,Bundesliga,2023/2024,27.0,,47.3,20.5,0.9,1.5,0.4,4.8,,3.9,81.8,0.2,6.7,3.3
James Garcia,24.0,Brazil,GK,Liverpool,Bundesliga,2016/2017,,6.0,107.7,19.8,0.0,0.0,0.5,0.3,0.2,1.2,66.9,5.2,6.9,74.8
James Blevins,18.0,Italy,MF,Juventus,Premier League,,13.0,6.0,,46.6,0.9,1.9,3.5,3.4,1.4,2.5,83.1,0.1,0.2,1.3
William Townsend,36.0,Italy,GK,Manchester United,La Liga,2010/2011,18.0,22.0,104.1,144.7,0.1,0.2,0.3,0.2,0.0,1.2,78.3,3.2,5.4,86.3
Anthony Hill,18.0,Italy,GK,Liverpool,Bundesliga,2020/2021,,17.0,50.7,83.9,0.1,0.0,0.2,0.2,0.0,1.0,68.0,2.9,,88.0
Danielle Morris,22.0,Netherlands,FW,Inter Milan,Bundesliga,2014/2015,17.0,,57.1,148.4,3.1,2.4,,0.9,0.3,,,0.1,1.7,2.7
Joshua Stevenson,21.0,Brazil,FW,Liverpool,Premier League,2010/2011,8.0,8.0,91.7,25.9,4.2,,1.5,0.9,1.0,1.1,75.0,0.0,1.8,0.3
Connor Mills,25.0,Brazil,FW,Inter Milan,Serie A,2018/2019,2.0,15.0,,97.0,3.8,3.5,2.4,0.4,,0.2,70.2,0.0,3.0,0.4
,27.0,England,,Manchester United,Serie A,2011/2012,37.0,13.0,39.5,124.8,1.6,2.0,,1.9,1.7,1.5,89.4,0.0,4.1,1.7
Nancy Rodriguez,27.0,Belgium,MF,Bayern Munich,Premier League,2017/2018,25.0,17.0,9.3,32.8,2.0,1.9,2.5,1.9,1.7,1.5,88.8,0.0,4.0,0.6
Gary Bell,22.0,England,FW,Chelsea,Ligue 1,2014/2015,7.0,14.0,67.8,23.3,2.5,1.7,1.1,0.8,,1.0,79.7,0.1,1.7,3.0
Jennifer Strickland,31.0,,FW,Real Madrid,Ligue 1,2019/2020,46.0,29.0,,144.3,4.4,2.8,1.4,0.3,0.5,1.3,85.0,0.0,0.4,2.4
Andrea Phillips,30.0,Germany,FW,Chelsea,La Liga,2016/2017,8.0,10.0,19.0,1.5,4.8,2.7,2.8,0.5,0.1,0.7,84.3,0.1,,0.5
John Morris,35.0,France,MF,PSG,Premier League,2017/2018,35.0,4.0,13.2,121.6,0.7,2.5,2.9,,1.9,2.6,86.1,0.1,3.4,
Mark Jordan,34.0,Brazil,FW,Manchester United,Bundesliga,2011/2012,48.0,,106.5,128.6,3.5,2.7,2.9,0.9,0.8,0.5,74.2,0.0,0.1,2.6
David Velez,19.0,Portugal,FW,Bayern Munich,La Liga,2010/2011,12.0,21.0,42.6,63.3,3.9,1.7,2.9,1.0,0.7,0.1,75.0,,0.5,0.0
Erin Harper,32.0,,GK,Juventus,Serie A,2011/2012,5.0,11.0,13.0,,0.0,0.0,0.1,0.2,0.1,,,5.0,13.2,78.9
Lawrence King,31.0,Germany,GK,Manchester United,La Liga,2010/2011,25.0,23.0,50.1,77.6,0.1,0.1,0.4,0.1,0.0,,76.0,5.3,20.0,
Mark Johnson,32.0,Argentina,GK,,La Liga,2020/2021,42.0,27.0,3.7,1.5,0.2,0.2,0.0,,0.0,1.3,62.5,4.4,,76.5
Olivia Castro,28.0,Spain,FW,Chelsea,Bundesliga,2010/2011,7.0,17.0,1.6,,3.5,2.3,2.5,1.2,0.7,1.0,79.9,,1.5,1.7
Mr. Christopher Obrien DDS,32.0,Germany,,Barcelona,Bundesliga,2015/2016,0.0,24.0,85.2,,0.2,1.5,0.3,3.0,3.7,4.9,80.5,0.0,8.6,5.3
Michelle Hernandez,28.0,Portugal,GK,Bayern Munich,Premier League,2011/2012,44.0,4.0,33.3,,0.1,0.2,0.3,0.1,0.1,1.4,77.6,,16.9,80.8
Leah Weiss,22.0,England,FW,,Bundesliga,2022/2023,28.0,19.0,,52.0,2.6,2.2,2.4,0.8,0.2,1.2,74.2,0.0,3.2,1.0
Jennifer Beck,36.0,Brazil,DF,Bayern Munich,Ligue 1,2016/2017,,20.0,90.8,68.1,0.6,1.3,0.9,2.7,2.7,5.3,79.5,0.1,6.1,9.8
,33.0,England,GK,Chelsea,Bundesliga,2015/2016,1.0,5.0,77.6,66.3,0.2,0.1,0.1,0.1,0.2,0.6,65.6,5.2,10.9,83.3
Christopher Vazquez,22.0,,DF,PSG,Serie A,2023/2024,16.0,0.0,99.6,116.1,0.2,0.3,0.2,3.2,2.2,,77.7,0.2,5.7,5.7
Jennifer White,21.0,Netherlands,GK,Real Madrid,La Liga,2013/2014,24.0,23.0,79.7,100.9,0.1,0.3,0.3,0.1,,0.8,64.7,5.9,,89.2
Dylan Foley,,France,GK,Liverpool,Serie A,2022/2023,4.0,27.0,105.5,,0.1,0.1,0.3,0.2,0.2,0.5,66.5,3.1,17.2,71.3
Jordan Jones,26.0,Germany,MF,Chelsea,Bundesliga,2011/2012,37.0,20.0,58.9,98.1,1.9,2.2,2.1,2.5,2.2,2.1,80.7,,6.5,0.0
James Wall,19.0,Belgium,,,Ligue 1,2015/2016,,6.0,28.1,126.4,0.3,1.1,0.5,4.6,3.0,4.5,,0.1,4.1,9.3
Kim Perez,22.0,France,MF,Arsenal,,2017/2018,22.0,14.0,28.0,3.3,2.4,2.4,2.3,1.5,2.5,1.2,83.0,0.1,5.6,1.1
Margaret Coleman,34.0,France,FW,Real Madrid,Ligue 1,2011/2012,14.0,18.0,98.9,90.3,2.3,2.2,,0.5,,0.3,77.3,0.0,1.3,0.9
Sean Chase,24.0,Argentina,MF,Inter Milan,,2022/2023,21.0,0.0,26.3,110.8,2.1,2.3,3.5,3.3,1.7,1.6,84.2,0.1,4.7,4.2
Sarah Peters,28.0,Belgium,MF,Real Madrid,Bundesliga,2018/2019,41.0,5.0,80.6,89.7,1.9,,1.9,1.9,2.4,2.7,84.1,0.1,8.3,
Anthony Mahoney,23.0,Spain,FW,Juventus,La Liga,2011/2012,43.0,16.0,,104.7,2.3,2.4,,0.3,0.3,0.3,73.7,0.1,3.6,2.6
Lisa Adams,,Germany,GK,Juventus,Bundesliga,2011/2012,18.0,15.0,83.5,75.7,0.2,0.1,0.4,0.2,0.1,0.8,,6.0,8.5,89.2
Denise Wilkerson,20.0,Germany,FW,Juventus,Premier League,2013/2014,1.0,6.0,14.6,30.3,4.1,3.8,1.6,0.9,0.5,0.6,79.6,0.1,2.3,0.1
Steven Morrison,36.0,,GK,PSG,Serie A,,18.0,22.0,42.6,,0.1,0.1,0.3,0.0,0.1,1.9,,3.7,12.5,76.9
Amy Salas,31.0,Argentina,FW,PSG,La Liga,2012/2013,46.0,,,36.5,2.9,3.6,2.2,0.5,0.3,1.3,84.2,0.1,2.7,0.3
Juan Adams,22.0,Netherlands,DF,Arsenal,Premier League,2013/2014,20.0,27.0,94.0,99.7,,0.6,0.9,3.7,2.3,5.7,83.7,0.1,4.8,4.7
Mary Phelps,25.0,France,GK,Bayern Munich,Bundesliga,2019/2020,48.0,11.0,88.1,74.0,0.0,0.2,0.0,0.2,0.0,1.7,71.1,5.9,5.1,73.6
Ryan Holmes,36.0,England,MF,Juventus,Bundesliga,2013/2014,10.0,3.0,48.0,28.1,1.2,2.2,2.7,1.8,1.7,1.0,86.5,0.1,5.1,4.1
Sherry Lane,32.0,Brazil,DF,Chelsea,,2014/2015,9.0,26.0,18.7,53.6,0.2,0.9,0.8,3.9,3.1,5.9,85.2,0.1,5.0,5.6
Ernest Scott,20.0,Netherlands,GK,Chelsea,Ligue 1,2014/2015,37.0,14.0,64.5,81.0,0.1,0.1,0.4,0.3,0.1,1.2,71.7,3.7,19.2,71.8
Claudia Mcconnell,31.0,France,FW,Inter Milan,La Liga,2020/2021,15.0,,,88.1,2.5,1.6,1.0,1.0,0.5,0.5,73.0,0.1,3.7,2.1
Laura Morgan,22.0,Argentina,MF,Real Madrid,La Liga,2014/2015,6.0,8.0,116.0,,0.5,1.4,2.1,2.4,2.0,2.9,81.0,0.1,2.9,0.2
Diane Williams,23.0,Portugal,MF,Inter Milan,Serie A,2014/2015,49.0,24.0,50.1,52.5,2.1,1.6,2.0,2.4,1.7,1.8,80.0,0.1,0.4,4.0
Christopher Stephens,25.0,,DF,Barcelona,,2020/2021,20.0,5.0,30.1,134.4,0.7,1.0,0.4,3.8,4.4,,77.9,,9.5,
Sarah Hamilton,34.0,Brazil,MF,Liverpool,Ligue 1,,,5.0,115.2,114.3,2.1,1.5,3.3,3.0,2.4,1.1,90.3,,6.6,1.9
Jill Spencer,23.0,Belgium,GK,Manchester United,Bundesliga,2021/2022,27.0,15.0,59.6,73.4,0.2,0.2,0.0,0.3,0.1,1.5,76.3,5.3,9.0,82.0
Katie Graham,34.0,Spain,,Juventus,Premier League,2021/2022,47.0,25.0,70.4,56.0,1.5,1.9,3.3,2.3,,2.9,83.2,0.0,4.5,3.4
Christie Schmidt,25.0,Netherlands,FW,Arsenal,Ligue 1,2022/2023,16.0,27.0,103.9,87.5,2.0,1.7,1.9,0.5,0.1,0.5,74.2,0.1,3.5,1.7
Keith Taylor,19.0,Spain,GK,,La Liga,2021/2022,,18.0,42.7,,0.2,0.1,0.3,0.0,0.2,1.5,72.5,2.9,18.7,89.2
Timothy Brown II,29.0,France,DF,Bayern Munich,Ligue 1,2011/2012,37.0,25.0,5.0,64.3,0.5,0.8,0.7,3.3,3.3,3.5,86.2,0.2,12.1,2.6
Troy Ramirez,27.0,England,MF,Manchester United,Serie A,,45.0,25.0,53.4,108.8,2.3,1.1,,2.8,2.1,2.2,,0.1,8.5,4.3
John Turner,31.0,Portugal,MF,Chelsea,Bundesliga,2012/2013,2.0,,100.6,70.4,,2.9,2.3,2.3,1.3,2.1,82.9,0.2,2.6,0.7
Amy Davis,,Argentina,GK,Inter Milan,Serie A,2015/2016,5.0,14.0,112.5,120.8,0.0,0.2,0.0,0.2,0.1,2.0,70.3,5.1,13.6,85.5
,,France,,Barcelona,Bundesliga,2011/2012,7.0,26.0,42.8,63.2,0.1,,0.3,0.2,0.0,0.5,61.2,4.5,18.7,73.4
,26.0,Spain,FW,Juventus,Premier League,2013/2014,48.0,6.0,114.1,82.3,4.7,1.6,1.4,0.4,0.5,0.9,,0.0,2.5,2.0
Jasmine Martin,33.0,Germany,,Chelsea,Bundesliga,2013/2014,34.0,21.0,66.3,23.2,1.8,1.7,3.5,2.7,2.0,2.1,91.4,0.1,7.1,3.0
William Scott,20.0,,MF,,Premier League,2014/2015,48.0,23.0,33.2,126.9,0.8,1.6,2.8,2.1,1.9,1.5,90.7,0.1,6.8,3.3
Jessica Smith,33.0,Netherlands,FW,Inter Milan,Bundesliga,2010/2011,23.0,3.0,72.7,97.3,3.6,3.5,2.9,0.4,0.9,0.9,74.1,0.0,3.1,
Autumn Arias,33.0,England,FW,Liverpool,La Liga,2017/2018,,1.0,,103.9,4.4,3.6,1.5,,0.4,,81.9,0.0,1.2,2.4
Christopher Barry,27.0,Brazil,MF,PSG,Serie A,2015/2016,1.0,2.0,77.1,122.1,1.3,2.5,2.2,2.6,1.2,2.5,90.5,0.1,,
Angela Brown,21.0,France,GK,Chelsea,La Liga,2015/2016,3.0,14.0,80.3,109.4,0.0,0.0,0.2,0.1,0.0,1.1,74.3,4.2,11.5,86.0
Phillip Murphy,,Spain,,Bayern Munich,Bundesliga,2020/2021,20.0,17.0,17.5,92.6,0.4,0.4,0.9,2.9,4.3,,77.0,0.1,12.0,
Nicole Freeman,19.0,France,DF,Juventus,Bundesliga,2018/2019,5.0,15.0,72.3,115.8,0.7,0.8,0.5,4.6,4.2,3.3,77.8,0.0,14.1,4.4
Dominique Morrow,32.0,Netherlands,MF,Real Madrid,,2015/2016,8.0,26.0,,90.4,2.0,1.2,,2.1,1.8,2.3,87.5,,0.6,0.9
Catherine Lowe,23.0,Argentina,DF,Manchester United,Serie A,2014/2015,8.0,17.0,8.6,97.3,0.7,0.3,0.9,4.6,2.4,5.0,84.3,0.1,13.8,1.8
Stephen Parks,,Brazil,MF,Inter Milan,Ligue 1,,15.0,25.0,56.9,0.5,1.7,,2.8,2.5,2.3,2.9,81.8,,,
Alexis Dean,18.0,Argentina,FW,Real Madrid,Ligue 1,2020/2021,43.0,1.0,32.2,,,3.0,1.7,0.4,0.6,1.1,,0.1,4.5,2.3
Parker Watson,,,MF,Real Madrid,Serie A,2018/2019,39.0,10.0,114.3,,2.3,1.7,3.0,3.4,2.2,2.2,88.1,0.2,3.6,1.1
Richard Nichols,18.0,England,DF,Inter Milan,Serie A,2021/2022,,13.0,,144.5,0.8,1.1,0.8,4.0,3.0,6.4,84.3,0.2,4.0,4.3
Brandi Vincent,24.0,Spain,DF,Barcelona,Ligue 1,,11.0,25.0,105.4,69.1,0.9,0.7,0.8,4.3,3.0,4.0,86.8,0.1,,7.0
Elizabeth Rocha,29.0,,MF,Arsenal,Bundesliga,2022/2023,37.0,8.0,55.9,7.0,1.5,2.4,2.4,2.0,2.0,1.0,82.7,,6.9,2.5
Matthew Romero,24.0,Brazil,DF,Liverpool,,2018/2019,29.0,28.0,104.1,106.2,0.6,1.0,0.6,4.2,,,87.6,0.1,5.9,4.5
Michael Romero,18.0,Italy,FW,Chelsea,Serie A,2018/2019,27.0,,,90.3,2.4,3.4,2.0,0.6,0.7,1.3,,0.0,0.4,0.3
Timothy Garza,35.0,Netherlands,MF,Manchester United,Ligue 1,2016/2017,14.0,9.0,33.8,126.6,0.5,,3.2,2.6,1.5,1.9,88.7,0.2,3.5,4.8
George Joseph,33.0,Spain,MF,PSG,Serie A,,,,112.3,,1.5,2.9,1.9,1.6,,2.6,83.4,,8.3,1.0
Lucas Long,26.0,Argentina,DF,Inter Milan,Premier League,2013/2014,48.0,21.0,2.2,,0.7,1.1,0.5,3.3,2.7,3.3,80.2,0.3,9.4,9.2
Mark Bennett,18.0,Italy,GK,Manchester United,,2020/2021,17.0,28.0,102.8,90.4,0.2,0.1,0.3,0.2,0.2,1.6,74.7,3.5,5.1,82.9
,29.0,Italy,FW,Bayern Munich,Ligue 1,2015/2016,26.0,22.0,99.4,,3.3,,,0.5,0.5,1.4,,0.1,1.9,3.0
Robert Hernandez,20.0,France,MF,Arsenal,Bundesliga,2014/2015,17.0,21.0,1.4,48.0,1.2,,3.4,2.9,,1.2,,,1.3,4.4
Nancy Daniel,30.0,Belgium,DF,Liverpool,Ligue 1,2020/2021,,5.0,20.4,149.0,0.1,1.1,1.0,4.9,,3.5,83.0,0.1,5.8,5.0
Joseph Garcia,21.0,England,FW,Manchester United,,,33.0,9.0,39.7,94.6,4.1,2.0,1.1,0.4,,0.1,75.5,,1.1,2.9
,31.0,Spain,MF,Inter Milan,La Liga,2024/2025,46.0,,110.8,93.1,2.3,1.9,2.0,3.1,2.1,2.2,,0.2,8.3,2.8
Patricia Huber,25.0,,DF,Arsenal,Bundesliga,2023/2024,34.0,17.0,6.6,136.6,0.2,1.0,0.3,,3.5,,81.2,,12.0,5.9
Amber Frye,26.0,,,Arsenal,Ligue 1,,4.0,25.0,102.9,121.2,2.3,3.1,2.2,0.5,,,74.0,0.0,0.7,0.8
Christine Banks,18.0,Italy,DF,,Premier League,2016/2017,26.0,22.0,53.4,,0.5,1.2,0.9,2.6,3.4,5.0,84.4,0.2,7.1,9.8
,18.0,Netherlands,FW,,Ligue 1,2015/2016,38.0,10.0,30.6,94.7,2.0,2.8,1.6,0.6,0.6,0.9,72.4,,4.8,2.9
Stacy Wade,19.0,Italy,DF,Liverpool,Premier League,2013/2014,39.0,14.0,31.8,110.4,0.8,,0.5,3.5,3.7,5.5,85.0,0.1,5.3,8.9
Trevor Hammond,21.0,Spain,FW,Liverpool,Serie A,,27.0,7.0,15.9,44.8,,3.1,2.3,,0.6,1.2,73.3,0.1,3.6,1.8
Amy Bowman,31.0,Portugal,MF,Chelsea,La Liga,2015/2016,13.0,20.0,100.5,48.4,1.5,2.7,3.0,2.8,2.4,2.2,87.0,0.1,1.7,3.0
Martin Williams,17.0,Belgium,FW,Barcelona,,2017/2018,35.0,7.0,1.9,21.3,,4.0,2.4,1.0,0.3,0.9,82.4,0.1,4.6,0.4
Cassandra Horton,,Portugal,,Inter Milan,Premier League,2017/2018,16.0,10.0,108.8,21.7,4.5,3.4,1.1,0.7,,0.8,,0.1,1.7,0.5
Jennifer Williams,31.0,Germany,FW,Chelsea,Bundesliga,2018/2019,,0.0,10.0,129.7,2.7,3.5,1.3,0.7,0.8,,78.5,0.0,4.8,2.5
Michael Klein,19.0,Italy,GK,Chelsea,,2015/2016,16.0,,14.2,58.7,0.0,0.1,0.0,0.1,0.0,0.6,77.5,5.7,16.4,84.3
Ashley Gomez,35.0,Portugal,FW,Arsenal,Bundesliga,2022/2023,29.0,4.0,65.3,66.1,4.2,,2.1,0.5,0.4,0.0,73.5,0.1,1.3,0.7
,36.0,Belgium,DF,Inter Milan,Ligue 1,2019/2020,15.0,1.0,53.7,85.7,0.3,1.3,,3.2,4.0,3.1,87.5,0.1,9.3,
Melissa Garcia,18.0,Brazil,GK,Liverpool,,2018/2019,,29.0,,14.4,0.1,0.0,0.4,,0.1,1.2,71.9,4.8,6.1,70.2
Sarah Brown,18.0,Brazil,DF,,Serie A,2019/2020,6.0,29.0,7.1,89.0,0.4,1.2,0.3,2.7,3.1,4.9,82.6,0.2,12.1,5.5
,17.0,,MF,Arsenal,Premier League,2024/2025,6.0,,63.6,89.7,1.3,,2.1,2.0,1.8,2.8,85.6,0.0,1.4,3.1
Tina Brady,24.0,Portugal,GK,Barcelona,,2013/2014,35.0,21.0,56.2,52.1,0.2,0.2,0.1,0.0,,1.1,73.0,5.1,10.6,71.1
Aaron Davis,20.0,Germany,MF,Bayern Munich,,2020/2021,45.0,4.0,43.8,21.4,1.4,1.4,2.0,3.2,1.2,1.9,80.1,0.0,2.3,2.5
Gregory Hart,17.0,France,FW,Inter Milan,Serie A,,,23.0,53.6,80.5,,3.9,1.8,0.3,0.4,1.4,78.2,0.1,2.5,1.1
Karen Bartlett,36.0,Portugal,FW,Chelsea,Serie A,2017/2018,20.0,,105.9,119.0,4.2,2.7,1.3,1.2,0.9,0.4,75.2,0.1,4.9,1.3
Shawn Hays,20.0,Germany,GK,Real Madrid,Serie A,2020/2021,48.0,29.0,62.4,120.9,0.2,0.2,0.3,0.3,,0.7,64.0,2.7,8.5,80.3
John Hobbs,,,GK,,,2023/2024,39.0,,97.9,131.5,0.2,0.1,0.1,0.1,0.2,1.0,67.1,4.3,9.4,79.0
Cody Mcdonald,,Brazil,MF,Juventus,Ligue 1,2013/2014,17.0,0.0,35.8,74.6,1.9,1.9,2.1,2.9,2.0,1.9,88.3,0.1,5.3,2.5
Tamara Stephens,29.0,Argentina,GK,Bayern Munich,Bundesliga,2014/2015,5.0,5.0,108.6,41.7,0.1,0.3,0.4,0.2,0.0,0.9,,3.3,12.0,84.8
Zachary Hines,27.0,Netherlands,GK,Barcelona,Premier League,2018/2019,48.0,12.0,54.5,80.7,0.0,0.3,0.2,,0.1,0.8,77.4,2.8,16.6,87.6
Ruth Villanueva,32.0,Portugal,,Real Madrid,Premier League,2024/2025,,16.0,,60.7,,1.0,0.2,4.9,3.9,4.9,77.5,0.0,12.3,1.8
Michael Sullivan,18.0,France,GK,Bayern Munich,La Liga,,1.0,21.0,1.8,,0.1,0.1,0.5,0.2,0.1,0.6,,3.1,6.8,
Jeremy Garcia,33.0,,FW,Barcelona,Serie A,2018/2019,38.0,,74.0,125.1,4.2,,1.9,0.8,0.7,0.6,84.1,0.0,3.4,2.5
James Stewart,30.0,Brazil,MF,Chelsea,Ligue 1,2020/2021,,21.0,63.6,114.6,1.4,,,2.0,1.1,2.8,89.4,0.1,6.4,2.8
Samantha Roberts,,Italy,FW,Bayern Munich,Serie A,2014/2015,18.0,15.0,101.9,28.0,4.1,2.9,2.5,0.8,,0.6,,0.1,1.0,2.9
Richard Sexton,30.0,,FW,Manchester United,Bundesliga,2011/2012,0.0,11.0,86.6,14.3,3.6,3.0,1.5,0.7,0.9,0.6,83.7,0.0,5.0,2.2
Andrew Moore,19.0,,MF,Manchester United,Ligue 1,2016/2017,15.0,23.0,34.7,133.6,1.8,2.2,2.0,2.7,1.7,,89.0,0.2,1.7,
Denise Dunn,17.0,Netherlands,,,La Liga,,44.0,15.0,117.0,58.8,2.3,2.4,,,0.4,1.1,73.4,0.1,,
Jenny Lewis,24.0,Portugal,FW,Chelsea,Premier League,2014/2015,,19.0,54.2,92.4,2.2,3.4,1.6,0.3,,0.9,82.8,0.1,2.5,2.0
Patricia Costa,32.0,Spain,DF,Real Madrid,La Liga,,25.0,13.0,18.4,54.1,0.8,0.3,0.9,2.6,3.4,4.6,82.4,,5.3,6.6
Caitlin Hayes,26.0,Brazil,FW,Manchester United,Ligue 1,2010/2011,11.0,27.0,35.2,9.4,3.3,3.0,,0.5,0.1,0.4,70.3,0.0,4.3,1.0
Christopher Miller,26.0,Portugal,FW,Bayern Munich,Bundesliga,2018/2019,8.0,16.0,118.4,11.9,4.8,2.1,2.7,0.7,,1.2,81.2,0.0,0.8,2.0
Bradley Adams,29.0,England,DF,Manchester United,Bundesliga,2013/2014,36.0,,15.5,69.0,0.2,0.9,0.9,3.6,4.5,,87.2,0.3,7.9,1.9
Stephanie Gomez,17.0,France,,Barcelona,Ligue 1,2022/2023,24.0,29.0,105.7,63.6,0.1,0.1,0.4,0.3,0.0,1.9,66.1,2.8,17.3,81.9
Todd Horn,,Italy,MF,Arsenal,Bundesliga,2017/2018,28.0,16.0,96.0,38.4,1.5,2.1,1.9,2.8,1.2,2.6,,0.1,7.9,1.0
Neil Smith,25.0,Belgium,,Juventus,Bundesliga,2018/2019,38.0,2.0,13.2,100.1,0.1,0.0,0.5,,0.0,1.0,62.2,,18.4,88.7
Linda Garrett,23.0,Belgium,MF,Arsenal,La Liga,,14.0,13.0,106.5,,1.2,2.8,1.9,3.4,2.3,2.3,,0.1,4.5,4.3
Jenna Decker,20.0,Spain,FW,Chelsea,Serie A,2017/2018,4.0,6.0,68.7,128.1,,3.3,,0.8,0.6,0.5,84.5,0.0,4.9,0.8
Samuel Martin,35.0,Brazil,,Real Madrid,,2023/2024,32.0,26.0,48.2,78.5,0.9,0.5,,4.6,4.3,4.3,80.3,0.2,11.7,3.4
Jeremiah Merritt,30.0,Italy,MF,Real Madrid,Serie A,2017/2018,14.0,0.0,87.4,22.1,1.1,2.0,1.9,2.4,1.8,1.8,87.7,0.1,6.7,1.5
Scott Smith,23.0,Spain,FW,PSG,Serie A,2013/2014,5.0,19.0,78.9,97.5,4.9,2.4,2.4,0.6,0.3,0.2,84.0,0.0,0.6,1.1
Robert Wright,30.0,Germany,GK,PSG,La Liga,2012/2013,46.0,,33.6,132.7,0.1,0.2,0.1,0.2,0.2,0.9,78.9,5.7,14.7,77.8
Amy Fuller,21.0,,GK,Real Madrid,,2011/2012,40.0,16.0,10.3,26.6,0.2,,0.2,0.1,0.2,0.8,60.3,3.6,18.7,85.5
,23.0,England,MF,Arsenal,La Liga,2019/2020,37.0,27.0,27.7,65.1,1.9,1.2,,2.8,2.1,2.7,80.4,0.1,9.2,2.4
Jack Peters,32.0,Netherlands,FW,Real Madrid,Bundesliga,2011/2012,49.0,27.0,56.0,,2.2,1.5,,0.3,0.7,1.2,73.8,0.1,1.3,2.9
Regina Owen,34.0,Argentina,MF,PSG,Ligue 1,2016/2017,29.0,21.0,92.7,,0.7,2.8,2.0,1.7,1.3,2.2,82.0,0.1,9.8,4.1
Michelle Edwards,,Argentina,FW,Juventus,Bundesliga,2011/2012,39.0,10.0,,141.6,3.6,3.2,1.6,0.6,0.8,0.0,80.6,0.1,0.8,1.5
Kiara Beck,26.0,Spain,DF,Juventus,Premier League,,1.0,26.0,77.4,10.9,0.3,,0.9,4.1,2.7,5.5,77.3,0.1,8.7,7.8
Thomas Moss,33.0,England,,Liverpool,La Liga,2019/2020,11.0,20.0,37.0,144.8,0.0,0.2,0.3,0.0,0.1,1.5,,5.8,7.1,85.7
Teresa Williams,22.0,Netherlands,FW,Inter Milan,Premier League,2022/2023,20.0,23.0,,95.5,2.2,1.9,1.1,1.1,0.2,0.9,,0.1,,0.6
William Carter,36.0,England,,Manchester United,Ligue 1,2020/2021,,11.0,67.5,79.2,0.2,0.0,0.3,0.3,0.1,2.0,62.8,4.5,14.1,89.1
Kerri Jones,17.0,Germany,GK,Juventus,Serie A,,25.0,12.0,95.3,,0.2,,0.0,0.2,0.2,,62.6,2.9,13.5,74.4
Billy Baker,18.0,Argentina,,,Ligue 1,2023/2024,,17.0,66.4,109.2,0.7,1.4,0.4,4.1,4.5,3.5,75.3,0.0,4.7,7.6
Sheryl Holden,34.0,Germany,,,Ligue 1,2010/2011,0.0,15.0,41.9,10.0,0.1,0.3,,0.1,0.1,,74.6,2.9,17.7,72.9
Jennifer Hernandez,30.0,,DF,Liverpool,Bundesliga,2021/2022,6.0,3.0,2.9,43.0,0.8,0.4,0.3,3.1,2.1,4.3,79.4,0.1,12.7,2.5
